Name,DateTime,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_PM10,AQI_PM2.5,AQI_Site,Time
Monash,05/13/2014,17,20,29,33,39,79,79,24
Civic,05/13/2014,,,24,24,29,,29,24
Florey,05/12/2014,14,21,28,31,42,59,59,24
Monash,05/12/2014,12,18,24,30,38,79,79,24
Civic,05/12/2014,,,17,18,20,,20,24
Florey,05/11/2014,10,15,18,20,23,41,41,24
Civic,05/11/2014,,,17,20,20,,20,24
Monash,05/11/2014,4,14,22,26,20,36,36,24
Civic,05/10/2014,,,13,15,28,,28,24
Monash,05/10/2014,16,10,20,23,26,53,53,24
Florey,05/10/2014,2,9,15,18,35,38,38,24
Florey,05/09/2014,16,11,12,14,48,69,69,24
Monash,05/09/2014,18,19,27,32,38,78,78,24
Civic,05/09/2014,,,22,25,26,,26,24
Florey,05/08/2014,16,18,22,26,39,60,60,24
Civic,05/08/2014,,,19,24,21,,24,24
Monash,05/08/2014,14,19,27,32,35,79,79,24
Monash,05/07/2014,3,6,25,30,17,40,40,24
Civic,05/07/2014,,,18,21,15,,21,24
Florey,05/07/2014,11,19,24,29,17,30,30,24
Monash,05/06/2014,10,15,23,26,15,35,35,24
Florey,05/06/2014,4,13,22,27,14,20,27,24
Civic,05/06/2014,,,12,14,14,,14,24
Civic,05/05/2014,,,11,12,12,,12,24
Florey,05/05/2014,4,12,16,20,12,17,20,24
Monash,05/05/2014,9,14,20,25,20,48,48,24
Florey,05/04/2014,3,9,74,47,17,20,74,24
Civic,05/04/2014,,,13,16,15,,16,24
Monash,05/04/2014,4,13,22,27,19,36,36,24
Monash,05/03/2014,9,15,22,25,12,25,25,24
Civic,05/03/2014,,,11,11,24,,24,24
Florey,05/03/2014,1,3,18,22,19,25,25,24
Monash,05/02/2014,9,20,30,36,28,52,52,24
Civic,05/02/2014,,,15,17,19,,19,24
Florey,05/02/2014,6,11,17,19,28,38,38,24
Monash,05/01/2014,6,15,22,27,28,49,49,24
Civic,05/01/2014,,,14,16,13,,16,24
Florey,05/01/2014,9,19,29,32,30,42,42,24
Civic,04/30/2014,,,16,20,23,,23,24
Florey,04/30/2014,6,9,22,27,26,38,38,24
Monash,04/30/2014,3,9,27,32,14,21,32,24
Monash,04/29/2014,10,14,26,32,27,34,34,24
Florey,04/29/2014,4,14,21,25,27,26,27,24
Civic,04/29/2014,,,18,21,25,,25,24
Civic,04/28/2014,,,18,20,22,,22,24
Florey,04/28/2014,7,15,20,24,28,30,30,24
Monash,04/28/2014,7,19,27,32,31,44,44,24
Florey,04/27/2014,5,16,24,29,28,32,32,24
Monash,04/27/2014,5,14,19,24,28,33,33,24
Civic,04/27/2014,,,14,17,23,,23,24
Monash,04/26/2014,6,16,27,33,28,35,35,24
Florey,04/26/2014,6,9,17,20,32,40,40,24
Civic,04/26/2014,,,19,22,28,,28,24
Civic,04/25/2014,,,15,17,28,,28,24
Monash,04/25/2014,7,15,18,23,33,31,33,24
Florey,04/25/2014,10,16,23,27,41,44,44,24
Monash,04/24/2014,10,16,26,31,28,38,38,24
Civic,04/24/2014,,,17,20,31,,31,24
Florey,04/24/2014,8,14,18,22,37,34,37,24
Monash,04/23/2014,9,17,26,31,32,40,40,24
Florey,04/23/2014,7,19,23,29,33,33,33,24
Civic,04/23/2014,,,16,19,31,,31,24
Monash,04/22/2014,10,18,24,30,30,48,48,24
Civic,04/22/2014,,,17,20,30,,30,24
Florey,04/22/2014,6,15,20,24,33,39,39,24
Monash,04/21/2014,7,17,28,35,33,55,55,24
Civic,04/21/2014,,,21,24,23,,24,24
Florey,04/21/2014,7,13,21,24,35,48,48,24
Florey,04/20/2014,5,16,24,29,26,31,31,24
Civic,04/20/2014,,,18,21,23,,23,24
Monash,04/20/2014,5,12,25,31,26,38,38,24
Monash,04/19/2014,4,13,24,30,21,30,30,24
Florey,04/19/2014,5,10,22,27,26,32,32,24
Civic,04/19/2014,,,18,21,22,,22,24
Monash,04/18/2014,7,8,33,40,24,41,41,24
Civic,04/18/2014,,,25,30,24,,30,24
Florey,04/18/2014,2,10,21,25,29,38,38,24
Monash,04/17/2014,7,15,20,25,26,43,43,24
Florey,04/17/2014,7,10,28,34,32,44,44,24
Civic,04/17/2014,,,18,19,21,,21,24
Florey,04/16/2014,3,15,19,23,22,23,23,24
Civic,04/16/2014,,,19,22,15,,22,24
Monash,04/16/2014,7,17,24,30,18,22,30,24
Florey,04/15/2014,2,13,21,25,17,12,25,24
Monash,04/15/2014,3,10,21,27,15,21,27,24
Civic,04/15/2014,,,14,17,6,,17,24
Monash,04/14/2014,3,8,23,29,7,4,29,24
Florey,04/14/2014,2,11,18,23,11,8,23,24
Civic,04/14/2014,,,16,20,8,,20,24
Florey,04/13/2014,1,5,21,26,12,8,26,24
Monash,04/13/2014,3,4,21,26,8,4,26,24
Civic,04/13/2014,,,14,18,9,,18,24
Civic,04/12/2014,,,17,22,6,,22,24
Monash,04/12/2014,3,1,25,31,9,5,31,24
Florey,04/12/2014,1,3,17,21,12,12,21,24
Monash,04/11/2014,4,7,22,26,9,4,26,24
Florey,04/11/2014,2,7,20,24,10,17,24,24
Civic,04/11/2014,,,13,16,14,,16,24
Civic,04/10/2014,,,9,11,25,,25,24
Florey,04/10/2014,2,11,16,20,18,8,20,24
Monash,04/10/2014,5,9,19,23,13,16,23,24
Monash,04/09/2014,6,17,20,23,27,25,27,24
Florey,04/09/2014,3,10,14,17,37,5,37,24
Civic,04/09/2014,,,10,12,26,,26,24
Monash,04/08/2014,6,18,29,35,26,22,35,24
Florey,04/08/2014,8,13,15,16,36,,36,24
Civic,04/08/2014,,,19,21,17,,21,24
Florey,04/07/2014,6,17,18,22,16,,22,24
Civic,04/07/2014,,,16,20,10,,20,24
Monash,04/07/2014,2,5,25,31,13,14,31,24
Monash,04/06/2014,3,3,22,27,9,8,27,24
Civic,04/06/2014,,,14,17,8,,17,24
Florey,04/06/2014,2,9,20,25,13,,25,24
Monash,04/05/2014,4,5,25,31,7,8,31,24
Civic,04/05/2014,,,17,21,4,,21,24
Florey,04/05/2014,1,5,14,17,8,,17,24
Civic,04/04/2014,,,14,16,31,,31,24
Monash,04/04/2014,4,5,22,26,3,5,26,24
Florey,04/04/2014,1,6,15,18,2,,18,24
Civic,04/03/2014,,,20,23,35,,35,24
Monash,04/03/2014,6,15,20,24,28,32,32,24
Florey,04/03/2014,9,6,9,9,,,9,24
Florey,04/02/2014,,,,,,,0,41
Monash,04/02/2014,8,19,33,40,33,40,40,41
Civic,04/02/2014,,,24,30,29,,30,24
Monash,04/01/2014,8,20,25,37,30,38,38,31
Florey,04/01/2014,6,8,0,0,21,19,21,31
Civic,04/01/2014,,,21,22,27,,27,24
Monash,03/31/2014,6,15,35,39,19,25,39,24
Civic,03/31/2014,,,18,22,15,,22,24
Florey,03/31/2014,5,11,23,27,18,27,27,24
Civic,03/30/2014,,,10,10,11,,11,24
Florey,03/30/2014,4,11,6,6,18,22,22,24
Monash,03/30/2014,6,9,21,23,27,19,27,24
Florey,03/29/2014,3,9,2,1,13,18,18,24
Civic,03/29/2014,,,9,11,12,,12,24
Monash,03/29/2014,6,11,22,27,23,13,27,24
Civic,03/28/2014,,,0,0,13,,13,24
Florey,03/28/2014,3,9,0,0,13,9,13,24
Monash,03/28/2014,7,11,11,13,15,15,15,24
Monash,03/27/2014,4,11,16,20,7,7,20,24
Civic,03/27/2014,,,9,10,8,,10,24
Florey,03/27/2014,9,11,0,0,10,4,11,24
Civic,03/26/2014,,,8,8,7,,8,24
Florey,03/26/2014,4,10,4,5,7,2,10,24
Monash,03/26/2014,3,5,18,23,4,6,23,24
Monash,03/25/2014,3,3,20,25,15,18,25,24
Florey,03/25/2014,1,5,10,13,16,12,16,24
Civic,03/25/2014,,,12,14,18,,18,24
Monash,03/24/2014,5,10,23,27,18,20,27,24
Florey,03/24/2014,1,6,9,10,21,27,27,24
Civic,03/24/2014,,,13,17,20,,20,24
Civic,03/23/2014,,,25,29,14,,29,24
Florey,03/23/2014,2,11,22,27,20,26,27,24
Monash,03/23/2014,4,12,38,45,17,20,45,24
Civic,03/22/2014,,,21,25,24,,25,24
Florey,03/22/2014,2,12,19,23,23,21,23,24
Monash,03/22/2014,4,10,32,39,20,23,39,24
Civic,03/21/2014,,,22,22,28,,28,24
Florey,03/21/2014,4,21,16,18,27,24,27,24
Monash,03/21/2014,4,22,31,36,26,30,36,24
Monash,03/20/2014,3,3,42,49,24,27,49,24
Civic,03/20/2014,,,23,23,29,,29,24
Florey,03/20/2014,1,10,22,27,27,24,27,24
Monash,03/19/2014,4,,36,42,21,20,42,24
Civic,03/19/2014,,,22,27,28,,28,24
Florey,03/19/2014,6,13,18,21,23,19,23,24
Civic,03/18/2014,,,17,20,20,,20,24
Florey,03/18/2014,3,17,17,21,19,12,21,24
Monash,03/18/2014,4,,27,32,17,22,32,24
Florey,03/17/2014,3,17,15,18,20,24,24,24
Civic,03/17/2014,,,13,17,18,,18,24
Monash,03/17/2014,3,13,24,29,16,18,29,24
Civic,03/16/2014,,,17,20,20,,20,24
Monash,03/16/2014,2,3,26,32,18,18,32,24
Florey,03/16/2014,1,3,14,18,23,21,23,24
Monash,03/15/2014,3,14,33,39,22,25,39,24
Civic,03/15/2014,,,23,27,22,,27,24
Florey,03/15/2014,3,14,18,20,25,32,32,24
Florey,03/14/2014,2,14,21,24,25,25,25,24
Monash,03/14/2014,3,15,39,47,23,21,47,24
Civic,03/14/2014,,,29,33,22,,33,24
Civic,03/13/2014,,,20,23,12,,23,24
Monash,03/13/2014,3,8,32,35,13,15,35,24
Florey,03/13/2014,1,4,16,15,14,16,16,24
Monash,03/12/2014,4,13,32,37,36,22,37,24
Florey,03/12/2014,2,11,12,14,21,18,21,24
Civic,03/12/2014,,,19,23,19,,23,24
Monash,03/11/2014,4,9,45,53,36,20,53,24
Civic,03/11/2014,,,34,39,19,,39,24
Florey,03/11/2014,3,12,27,32,24,21,32,24
Florey,03/10/2014,2,18,17,19,17,18,19,24
Civic,03/10/2014,,,31,37,15,,37,24
Monash,03/10/2014,4,14,39,46,15,16,46,24
Civic,03/09/2014,,,25,29,16,,29,24
Monash,03/09/2014,4,13,35,39,15,23,39,24
Florey,03/09/2014,2,15,19,20,22,16,22,24
Civic,03/08/2014,,,21,25,26,,26,24
Florey,03/08/2014,5,17,21,24,28,30,30,24
Monash,03/08/2014,4,9,32,39,25,26,39,24
Florey,03/07/2014,4,21,25,27,25,22,27,24
Monash,03/07/2014,6,21,34,40,26,29,40,24
Civic,03/07/2014,,,21,25,25,,25,24
Florey,03/06/2014,1,5,25,29,11,18,29,24
Monash,03/06/2014,4,6,42,50,19,23,50,24
Civic,03/06/2014,,,28,32,18,,32,24
Monash,03/05/2014,4,9,31,37,18,18,37,24
Civic,03/05/2014,,,19,19,16,,19,24
Florey,03/05/2014,3,10,23,26,15,12,26,24
Florey,03/04/2014,1,13,24,30,14,15,30,24
Monash,03/04/2014,4,15,32,39,15,16,39,24
Civic,03/04/2014,,,20,24,14,,24,24
Monash,03/03/2014,5,10,29,35,17,18,35,24
Civic,03/03/2014,,,18,22,15,,22,24
Florey,03/03/2014,2,1,22,27,15,20,27,24
Florey,03/02/2014,1,,21,26,12,12,26,24
Civic,03/02/2014,,,19,22,9,,22,24
Monash,03/02/2014,4,8,28,34,12,10,34,24
Monash,03/01/2014,4,8,18,22,13,10,22,24
Civic,03/01/2014,,,9,10,14,,14,24
Florey,03/01/2014,1,,10,12,15,10,15,24
Civic,02/28/2014,1,8,11,12,12,,12,24
Florey,02/28/2014,1,5,12,15,13,22,22,24
Monash,02/28/2014,3,6,17,21,9,19,21,24
Monash,02/27/2014,6,20,19,23,32,39,39,25
Civic,02/27/2014,4,16,10,11,40,,40,25
Florey,02/27/2014,3,18,15,18,40,42,42,25
Civic,02/26/2014,4,20,26,31,39,,39,23
Monash,02/26/2014,6,16,37,45,34,37,45,23
Florey,02/26/2014,3,19,31,38,38,42,42,23
Civic,02/25/2014,4,27,32,40,62,,62,24
Florey,02/25/2014,3,25,41,45,56,75,75,7
Monash,02/25/2014,5,26,46,56,41,65,65,24
Civic,02/24/2014,4,7,36,43,48,,48,24
Monash,02/24/2014,13,5,18,21,61,118,118,24
Monash,02/23/2014,8,3,30,37,71,135,135,24
Civic,02/23/2014,3,4,20,24,53,,53,24
Monash,02/22/2014,8,3,37,46,51,78,78,24
Civic,02/22/2014,3,6,30,37,45,,45,24
Monash,02/21/2014,7,8,33,38,21,29,38,24
Civic,02/21/2014,2,12,26,28,26,,28,24
Monash,02/20/2014,5,5,23,28,22,27,28,24
Civic,02/20/2014,,13,14,17,27,,27,24
Civic,02/19/2014,,15,39,43,31,,43,24
Monash,02/19/2014,3,10,52,60,28,36,60,24
Civic,02/18/2014,,27,28,34,21,,34,24
Monash,02/18/2014,4,20,87,51,21,30,87,24
Civic,02/17/2014,4,8,18,22,37,,37,24
Monash,02/17/2014,5,5,39,46,41,75,75,24
Civic,02/16/2014,5,8,,,30,,30,24
Monash,02/16/2014,8,3,46,54,34,60,60,24
Monash,02/15/2014,4,7,38,46,29,37,46,24
Civic,02/15/2014,2,12,,,24,,24,24
Civic,02/14/2014,2,12,,,38,,38,24
Monash,02/14/2014,4,11,53,63,39,50,63,24
Civic,02/13/2014,2,14,27,27,38,,38,24
Monash,02/13/2014,3,14,40,51,36,51,51,24
Monash,02/12/2014,4,6,43,51,30,39,51,24
Civic,02/12/2014,2,8,29,34,32,,34,24
Civic,02/11/2014,2,10,35,41,51,,51,24
Monash,02/11/2014,3,2,48,58,79,96,96,24
Civic,02/10/2014,3,20,27,32,54,,54,24
Monash,02/10/2014,8,11,43,49,79,97,97,24
Civic,02/09/2014,4,33,48,57,44,,57,24
Monash,02/09/2014,6,24,58,69,40,44,69,24
Civic,02/08/2014,4,19,60,59,45,,60,24
Monash,02/08/2014,7,13,57,64,42,52,64,24
Civic,02/07/2014,2,15,37,43,27,,43,24
Monash,02/07/2014,5,14,42,51,28,35,51,24
Civic,02/06/2014,1,8,34,39,14,,39,24
Monash,02/06/2014,2,2,42,49,21,12,49,24
Monash,02/05/2014,3,4,20,25,68,126,126,24
Civic,02/05/2014,1,6,14,16,45,,45,24
Monash,02/04/2014,11,6,44,56,77,140,140,24
Civic,02/04/2014,4,4,31,39,50,,50,24
Monash,02/03/2014,4,8,50,61,37,40,61,24
Civic,02/03/2014,2,9,38,44,28,,44,24
Civic,02/02/2014,2,1,48,55,34,,55,24
Monash,02/02/2014,4,10,60,75,42,49,75,24
Civic,02/01/2014,2,8,43,49,37,,49,24
Monash,02/01/2014,5,12,58,68,36,44,68,24
Civic,01/31/2014,5,19,52,57,36,,57,24
Monash,01/31/2014,5,18,65,71,30,29,71,24
Monash,01/30/2014,5,11,53,65,45,33,65,24
Civic,01/30/2014,2,14,40,47,33,,47,24
Civic,01/29/2014,3,17,34,42,33,,42,24
Monash,01/29/2014,5,16,51,58,41,33,58,24
Monash,01/28/2014,4,18,45,54,26,17,54,24
Civic,01/28/2014,3,26,38,45,22,,45,24
Civic,01/27/2014,1,7,28,34,18,,34,24
Monash,01/27/2014,3,5,39,48,24,23,48,24
Monash,01/26/2014,3,5,27,33,24,23,33,24
Civic,01/26/2014,1,4,16,20,19,,20,24
Civic,01/25/2014,3,11,18,22,18,,22,24
Monash,01/25/2014,4,8,26,32,16,21,32,24
Monash,01/24/2014,4,11,32,39,24,27,39,24
Civic,01/24/2014,2,10,22,27,21,,27,24
Monash,01/23/2014,3,8,37,42,31,40,42,24
Civic,01/23/2014,0,6,25,29,27,,29,24
Civic,01/22/2014,1,4,14,17,30,,30,24
Monash,01/22/2014,4,7,29,34,33,44,44,24
Civic,01/21/2014,3,6,30,33,21,,33,24
Monash,01/21/2014,3,3,42,45,22,29,45,24
Monash,01/20/2014,5,2,27,31,30,50,50,24
Civic,01/20/2014,1,3,11,14,32,,32,24
Monash,01/19/2014,5,10,49,52,46,72,72,24
Civic,01/19/2014,2,8,26,36,57,,57,24
Civic,01/18/2014,2,18,54,59,57,,59,24
Monash,01/18/2014,4,15,64,74,49,71,74,24
Monash,01/17/2014,4,14,53,58,22,27,58,24
Civic,01/17/2014,1,19,41,40,30,,41,24
Civic,01/16/2014,4,14,45,47,46,,47,24
Monash,01/16/2014,4,16,56,60,41,49,60,24
Monash,01/15/2014,4,15,60,68,41,45,68,24
Civic,01/15/2014,4,14,47,55,44,,55,24
Monash,01/14/2014,3,15,53,65,29,34,65,24
Civic,01/14/2014,3,19,37,44,32,,44,24
Monash,01/13/2014,3,6,40,47,28,37,47,24
Civic,01/13/2014,2,5,25,28,29,,29,24
Civic,01/12/2014,1,13,37,43,32,,43,24
Monash,01/12/2014,4,15,42,50,31,34,50,24
Civic,01/11/2014,2,5,27,31,25,,31,24
Monash,01/11/2014,3,13,40,44,28,39,44,24
Monash,01/10/2014,3,4,37,42,25,15,42,24
Civic,01/10/2014,2,4,24,30,22,,30,24
Civic,01/09/2014,1,6,21,24,15,,24,24
Monash,01/09/2014,2,1,31,37,15,14,37,24
Civic,01/08/2014,0,3,16,19,19,,19,24
Monash,01/08/2014,2,7,25,30,18,24,30,24
Civic,01/07/2014,0,3,22,27,21,,27,24
Monash,01/07/2014,2,1,24,29,19,31,31,24
Civic,01/06/2014,1,3,18,22,25,,25,24
Monash,01/06/2014,2,1,24,30,25,19,30,24
Civic,01/05/2014,0,11,19,24,23,,24,24
Monash,01/05/2014,3,9,25,31,24,23,31,24
Civic,01/04/2014,4,3,32,39,21,,39,24
Monash,01/04/2014,4,3,35,42,25,23,42,24
Monash,01/03/2014,4,5,40,49,21,17,49,24
Civic,01/03/2014,2,6,33,41,19,,41,24
Monash,01/02/2014,2,3,42,50,24,26,50,24
Civic,01/02/2014,4,11,35,40,20,,40,24
Civic,01/01/2014,1,8,23,27,22,,27,17
Monash,01/01/2014,2,10,35,41,24,30,41,18
Monash,12/31/2013,2,3,31,36,32,24,36,12
Civic,12/31/2013,1,3,19,23,28,,28,11
Civic,12/30/2013,0,2,25,29,30,,30,12
Monash,12/30/2013,2,1,35,42,36,31,42,12
Monash,12/29/2013,4,17,33,40,27,30,40,12
Civic,12/29/2013,1,5,23,29,26,,29,12
Monash,12/28/2013,3,15,49,60,17,23,60,12
Civic,12/28/2013,1,21,35,41,17,,41,12
Monash,12/27/2013,3,6,47,57,12,15,57,12
Civic,12/27/2013,0,5,25,20,13,,25,12
Monash,12/26/2013,4,9,38,47,15,25,47,12
Civic,12/26/2013,1,3,28,33,13,,33,12
Civic,12/25/2013,1,7,14,16,17,,17,12
Monash,12/25/2013,3,12,26,32,17,16,32,12
Monash,12/24/2013,3,6,33,39,16,19,39,12
Civic,12/24/2013,1,3,18,20,17,,20,12
Monash,12/23/2013,3,10,36,42,39,37,42,12
Civic,12/23/2013,2,10,22,25,40,,40,12
Monash,12/22/2013,1,9,45,55,33,30,55,12
Civic,12/22/2013,2,15,33,39,32,,39,12
Civic,12/21/2013,3,5,23,28,37,,37,12
Monash,12/21/2013,4,5,41,49,34,34,49,12
Monash,12/20/2013,6,24,45,56,34,42,56,12
Civic,12/20/2013,4,30,32,40,37,,40,12
Monash,12/19/2013,5,26,49,59,29,38,59,12
Civic,12/19/2013,5,33,33,40,29,,40,12
Civic,12/18/2013,2,9,31,37,28,,37,12
Monash,12/18/2013,5,6,48,58,27,35,58,12
Civic,12/17/2013,1,8,21,18,24,,24,12
Monash,12/17/2013,2,2,39,48,23,27,48,12
Civic,12/16/2013,1,5,18,21,18,,21,12
Monash,12/16/2013,3,2,32,40,15,18,40,12
Civic,12/15/2013,1,3,22,25,9,,25,12
Monash,12/15/2013,2,2,33,40,11,15,40,12
Civic,12/14/2013,4,0,15,18,21,,21,12
Monash,12/14/2013,2,5,27,31,20,23,31,12
Monash,12/13/2013,3,13,35,42,19,16,42,12
Civic,12/13/2013,4,9,23,29,21,,29,12
Civic,12/12/2013,2,17,21,26,15,,26,12
Monash,12/12/2013,2,18,31,38,13,11,38,12
Monash,12/11/2013,2,8,27,32,15,20,32,12
Civic,12/11/2013,1,9,18,22,16,,22,12
Civic,12/10/2013,1,8,20,27,25,,27,12
Monash,12/10/2013,4,2,33,38,19,19,38,12
Civic,12/09/2013,2,14,34,39,23,,39,12
Monash,12/09/2013,4,15,44,53,21,22,53,12
Monash,12/08/2013,2,20,38,47,17,21,47,12
Civic,12/08/2013,2,17,27,34,14,,34,12
Monash,12/07/2013,4,9,32,39,13,19,39,12
Civic,12/07/2013,2,9,25,31,13,,31,12
Civic,12/06/2013,2,13,15,19,10,,19,12
Monash,12/06/2013,8,13,24,29,6,23,29,12
Civic,12/05/2013,1,6,22,32,34,,34,12
Monash,12/05/2013,2,2,36,48,35,28,48,12
Civic,12/04/2013,3,15,35,43,44,,44,12
Monash,12/04/2013,5,14,45,54,43,38,54,12
Monash,12/03/2013,4,23,42,52,28,30,52,12
Civic,12/03/2013,3,28,30,35,33,,35,12
Civic,12/02/2013,3,17,28,34,20,,34,12
Monash,12/02/2013,4,11,37,45,19,19,45,12
Civic,12/01/2013,1,2,18,21,14,,21,12
Monash,12/01/2013,2,2,28,34,15,15,34,12
Monash,11/30/2013,1,2,25,31,15,18,31,12
Civic,11/30/2013,2,3,21,24,13,,24,12
Civic,11/29/2013,3,10,25,32,29,,32,12
Monash,11/29/2013,3,2,35,41,26,23,41,12
Civic,11/28/2013,6,28,31,38,30,,38,12
Monash,11/28/2013,3,22,43,52,29,25,52,12
Civic,11/27/2013,1,10,21,23,25,,25,12
Monash,11/27/2013,3,6,31,38,31,21,38,12
Monash,11/26/2013,2,3,37,45,28,21,45,12
Civic,11/26/2013,1,7,26,30,23,,30,12
Monash,11/25/2013,0,2,25,30,9,16,30,12
Civic,11/25/2013,1,4,16,20,9,,20,12
Monash,11/24/2013,1,3,28,35,13,12,35,12
Civic,11/24/2013,1,3,20,25,14,,25,12
Monash,11/23/2013,2,11,32,39,18,34,39,12
Civic,11/23/2013,2,10,21,26,20,,26,12
Civic,11/22/2013,2,6,31,37,24,,37,12
Monash,11/22/2013,2,13,42,52,20,32,52,12
Civic,11/21/2013,2,9,31,34,23,,34,12
Monash,11/21/2013,3,14,50,61,19,24,61,12
Monash,11/20/2013,3,10,42,51,15,18,51,12
Civic,11/20/2013,2,21,27,33,16,,33,12
Monash,11/19/2013,3,13,30,38,15,12,38,12
Civic,11/19/2013,2,11,25,29,17,,29,12
Civic,11/18/2013,1,7,16,20,12,,20,12
Monash,11/18/2013,2,2,25,31,14,9,31,12
Civic,11/17/2013,1,3,13,16,9,,16,12
Monash,11/17/2013,0,3,24,30,7,14,30,12
Monash,11/16/2013,0,3,20,25,11,13,25,12
Civic,11/16/2013,2,3,10,14,12,,14,12
Civic,11/15/2013,2,8,21,24,14,,24,12
Monash,11/15/2013,1,7,33,40,10,13,40,12
Monash,11/14/2013,1,14,24,30,10,14,30,12
Civic,11/14/2013,2,15,14,16,13,,16,12
Monash,11/13/2013,2,8,29,36,10,15,36,12
Civic,11/13/2013,3,16,14,17,12,,17,12
Monash,11/12/2013,2,17,37,43,6,11,43,12
Civic,11/12/2013,3,19,20,23,6,,23,12
Civic,11/11/2013,2,7,9,8,6,,9,12
Monash,11/11/2013,3,4,21,26,6,9,26,12
Monash,11/10/2013,0,4,21,26,14,33,33,12
Civic,11/10/2013,,,,,10,,10,12
Civic,11/09/2013,,,,,43,,43,12
Monash,11/09/2013,4,3,27,33,33,34,34,12
Civic,11/08/2013,4,14,30,37,57,,57,12
Monash,11/08/2013,5,19,41,51,44,40,51,12
Civic,11/07/2013,5,25,31,39,47,,47,12
Monash,11/07/2013,4,23,41,51,36,33,51,12
Civic,11/06/2013,4,29,29,36,54,,54,12
Monash,11/06/2013,2,27,37,47,31,39,47,12
Civic,11/05/2013,4,7,37,37,46,,46,12
Monash,11/05/2013,1,12,36,39,27,33,39,12
Civic,11/04/2013,1,4,20,23,21,,23,12
Monash,11/04/2013,0,4,24,30,14,19,30,12
Monash,11/03/2013,4,18,35,41,22,24,41,12
Civic,11/03/2013,4,15,27,32,28,,32,12
Civic,11/02/2013,5,26,29,35,26,,35,12
Monash,11/02/2013,5,22,38,46,24,29,46,12
Monash,11/01/2013,2,23,38,48,23,26,48,12
Civic,11/01/2013,4,26,30,38,29,,38,12
Monash,10/31/2013,2,8,37,45,29,34,45,12
Civic,10/31/2013,2,8,28,35,34,,35,12
Civic,10/30/2013,2,10,25,30,31,,31,12
Monash,10/30/2013,2,6,29,36,19,32,36,12
Monash,10/29/2013,2,8,25,31,32,41,41,12
Civic,10/29/2013,4,14,25,31,43,,43,12
Civic,10/28/2013,2,16,29,35,43,,43,12
Monash,10/28/2013,2,22,32,41,35,50,50,12
Civic,10/27/2013,4,5,27,33,51,,51,12
Monash,10/27/2013,5,14,32,38,27,40,40,12
Civic,10/26/2013,2,12,23,28,13,,28,12
Monash,10/26/2013,4,8,29,36,12,14,36,12
Monash,10/25/2013,3,7,24,29,11,18,29,12
Civic,10/25/2013,1,8,21,26,11,,26,12
Monash,10/24/2013,1,14,27,33,9,27,33,12
Civic,10/24/2013,1,10,22,27,9,,27,12
Civic,10/23/2013,1,6,28,34,27,,34,12
Monash,10/23/2013,4,2,31,39,20,38,39,12
Civic,10/22/2013,1,13,27,33,46,,46,12
Monash,10/22/2013,5,10,31,34,32,31,34,12
Monash,10/21/2013,6,21,42,53,73,120,120,12
Civic,10/21/2013,4,29,38,47,81,,81,12
Monash,10/20/2013,9,22,52,60,127,223,223,12
Civic,10/20/2013,8,29,40,49,152,,152,12
Civic,10/19/2013,8,34,59,67,122,,122,12
Monash,10/19/2013,7,17,59,72,86,147,147,12
Monash,10/18/2013,2,23,33,40,15,24,40,12
Civic,10/18/2013,4,22,28,34,23,,34,12
Monash,10/17/2013,0,3,30,38,18,16,38,12
Civic,10/17/2013,1,6,25,31,23,,31,12
Civic,10/16/2013,1,16,26,31,20,,31,12
Monash,10/16/2013,1,9,29,37,19,8,37,12
Civic,10/15/2013,3,11,25,29,15,,29,12
Monash,10/15/2013,3,9,27,33,9,15,33,12
Civic,10/14/2013,1,8,26,29,25,,29,12
Monash,10/14/2013,1,11,27,33,16,19,33,12
Civic,10/13/2013,1,6,30,35,34,,35,12
Monash,10/13/2013,6,14,34,41,25,29,41,12
Civic,10/12/2013,3,21,29,35,25,,35,12
Monash,10/12/2013,5,20,33,40,19,21,40,12
Civic,10/11/2013,1,11,32,44,,,44,12
Monash,10/11/2013,3,10,39,51,24,22,51,12
Civic,10/10/2013,2,11,38,46,26,,46,12
Monash,10/10/2013,3,11,41,48,30,14,48,12
Civic,10/09/2013,2,19,27,33,23,,33,12
Monash,10/09/2013,3,19,38,45,25,18,45,12
Monash,10/08/2013,2,9,31,37,10,14,37,12
Civic,10/08/2013,2,15,28,33,16,,33,12
Civic,10/07/2013,1,8,32,38,28,,38,12
Monash,10/07/2013,2,8,35,41,22,16,41,12
Civic,10/06/2013,3,12,29,36,32,,36,12
Monash,10/06/2013,6,16,36,43,25,21,43,12
Civic,10/05/2013,2,14,23,28,20,,28,12
Monash,10/05/2013,5,15,31,35,16,22,35,12
Monash,10/04/2013,2,16,30,36,11,39,39,12
Civic,10/04/2013,2,13,25,30,15,,30,12
Civic,10/03/2013,2,11,25,34,10,,34,12
Monash,10/03/2013,1,6,32,39,10,42,42,12
Civic,10/02/2013,3,7,30,32,,,32,12
Monash,10/02/2013,0,4,30,37,14,19,37,12
Monash,10/01/2013,2,11,35,40,25,24,40,12
Civic,10/01/2013,4,5,29,35,,,35,12
Monash,09/30/2013,2,14,29,35,20,20,35,12
Civic,09/30/2013,3,13,25,30,,,30,12
Civic,09/29/2013,2,12,23,29,,,29,12
Monash,09/29/2013,1,6,28,35,20,21,35,12
